,Title,Abstract,Keywords,Conclusion,Authors,References
0,An Empirical Investigation Of Factors Affecting  Humanitarian Logistics Operations:,"this paper aims to investigate the factors affecting the operations and efficiency of humanitarian logistics (hl) through its three main phases of preparedness, response, and recovery in the developing country context of palestine. a quantitative research methodology using a survey instrument was employed in this study through which data were collected from 108 hl offices in government, ngos, and other private logistics institutions operating in palestine. data were analyzed for its empirical significance on spss v21.0 using pearson correlation coefficient test. the results show that the most influential factor on efficiency of preparedness phase was “planning for logistics operations”, whereas the most influential factors on response and recovery phases were “logistics technical operations” and “logistics, governmental, organizational and infrastructure issues”, respectively. furthermore, there is a positive correlation between factors of preparedness phase and efficiency of both response and recovery phases, and between factors of response phase and efficiency of recovery phase. this study provides valuable insights for hl organizations, ngos, and policymakers on factors required to enhance efficiency and overall performance of hl management in palestine and other developing country context with similar political and economic challenges.",,"In this study, an investigation of the factors affecting performance and efficiency of HL in the developing country context of Palestine was conducted. Three main phases of HL were included in this empirical investigation, namely: preparedness, response, and recovery phases. The results confirmed that “planning for logistics operations” was the most significant factors affecting efficiency of preparedness phase. Also, “logistics technical operations issues” was the most significant factor contributing to response phase efficiency. Whereas “infrastructure of logistics, governments and other organizations” had the greatest impact on efficiency of recovery phase of HL. This study is considered the first study to investigate factors affecting HL along the lifecycle of the logistics process, starting from preparedness, through response, and ending up with the recovery stage. The current study provides HL managers and policymakers with evidence on the need to invest more in planning for logistics operations as cornerstone factor for performance efficiency and success. Also, to better understand the factors identified in this study and how they impact HL operations, there is a need for more studies in other similar developing countries environments. Furthermore, conducting comparison studies on factors affecting HL operations and performance would be valuable to validate results of this study and to increase generalizability.","the case of palestine rafat mahmoud kittaneh executive engineer, institutional development unit an-najah national university, nablus, west bank, palestine kittaneh@najah.edu ayham a.m. jaaron senior lecturer in business and management school of leadership, management and marketing the centre for enterprise and innovation, leicester castle business school de montfort university, leicester, le2 7by united kingdom ayham.jaaron@dmu.ac.uk",
1,Integrating Performance Indicators To Track The Production  Development Of Manufacturing Lines,"lean concepts that many companies use to pursue business goals are based on key performance indicators coming directly from the manufacturing floor. these kpi’s such as availability, efficiency, productivity, throughput, capacities, and changeovers are essential in determining the performance of support and fundamental areas. moreover, engineering management techniques should be applied to educate people to focus their work on these kpi’s. this will definitively ensure positive results to meet the companies goals. once employees are engaged in the specific steps that occur between the process and result, it allows for a better understanding on how to deal with the production bottlenecks that can affect these key indicators. this research intends to provide detailed data about how kpi’s can increase after these key principles are integrated on the manufacturing lines and gain support from management and employees alike. this increase in performance will directly impact the organization and can assist in providing transparency to the areas that need improvement allowing for continuous operations as deemed necessary. following this action plan, with the support from the management team, the manufacturing personnel could benefit from these key performance indicators thus assisting these employees with achieving the organizations goals.","improve, production","The paper has focused on integrating key performance indicators as a new approach to understand manufacturing metrics, accomplish business goals, and inform direct and indirect employees about the performance tracking tools. By using these concepts and the examples shown previously, a new method to analyze business commitments for future projections and forecasts can be achieved based on the existing data collected. Looking for improvements in the manufacturing floor is always required for continuous operation and monitoring consistency. Once targeted goals are achieved, new goals must be established to always look for opportunities and boost production aspects. Using visual management boards provides an excellent alternative to describe the monthly performance and present a structured design of metrics. Further research on how implementing other factors or metrics to the process can be developed. Additional usage of these of these guidelines by different audiences can assist in the development of additional metrics’ and baselines. The strategic model of the SMART matrix gives a quick","alexandr m. sokolov, niamat ullah ibne hossain, jose j. albarran, and brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa asokolov@astate.edu, nibnehossain@astate.edu, jose.albarran@smail.astate.edu, brian.merrill1@smail.astate.edu",
2,Implementing The Overall Equipment Effectiveness Metric  In An Industrial Manufacturing Environment,"manufacturing shops that utilize computer numerical control (cnc) machines often need a way to measure the performance of the manufacturing process. overall equipment effectiveness (oee) is the standard measurement used and this paper will explore the steps required to implement the oee metric as well as ways to improve the performance of a machine shop utilizing the metric. it will explain the metric itself, the various formulae that comprise it, and some the technologies available to implement it. example data will be used to present a before and after scenario that shows the usefulness of the oee metric and how it considers quality, performance, and availability of a single machine, or an entire machine shop. expected results of this study are a quantitative review that show how a machine shop can increase its performance by focusing on specific aspects that make up the oee number. as oee gets closer to 100%, the machine shop should be shown to create more good quality parts faster than it had at a previously lower number. automation of the calculations will also be discussed, as well as the logic that determines what state a machine is in during the manufacturing process.","oee, utilization, quality, machine state","Proper implementation of OEE can provide a consistent metric that encompasses a wide range of measurements applicable to engineering managers and higher management of an organization. By having a single number that incorporates the availability, the performance efficiency, and the quality of output of a machine, engineers will have the tools they need to choose projects based on the best returns. Managers and senior leadership can easily understand the metric and use it as a snapshot over a period to determine how their machine shop is performing. As seen in the above example of the Toshiba CNC machine measurements, small changes in any of the three key measurements can have large impacts on the final OEE number. Even with 100% in quality, the machine did not meet JIPM standards for world class OEE and this can be attributed to the slight underperformance in availability and the severely lacking performance metric. However, just because the standards weren’t met doesn’t mean that the OEE for that machine was necessarily bad, and many organizations would struggle to achieve the OEE numbers that Toshiba already has. The point of OEE is not to grade on a pass or fail, but to continuously improve upon the standards and processes already in place. Toshiba could even adjust their definition of quality to be more stringent, therefore lowering their overall quality and OEE number, but allowing them to be even more competitive in the manufacturing industry if they were able to improve upon what is currently considered 100% good quality products. With technological improvements happening at a quicker rate than ever before, the “industry moves faster, the period of change or innovation is shorter, the decision must be made in less time, that is why tools should be used to help identify losses caused during a production process” (Ng Corrales et al.2021). OEE is one of these tools that allows for faster communication of problems withing a machine shop, as well as identifying the specific area that needs to be addressed to solve these problems.","alexandr m. sokolov, niamat ullah ibne hossain, aaron storms, and brian merrill engineering management and construction management college of engineering and computer science, arkansas state university state university, ar 72467, usa asokolov@astate.edu, nibnehossain@astate.edu, aaron.storms@smail.astate.edu, brian.merrill1@smail.astate.edu",
3,Utilizing Dmaic Process To Identify Successful Completion  Of Srad Phases Of Waterfall Development,"the systems requirements analysis (sra) and system architecture design (sad) (often combined into one acronym srad) phases of projects in the waterfall development cycle often pass-through design gates without proper pass/fail criteria. in addition, completion of project designs is often put off onto later design phases (preliminary design and critical design) in favor of meeting schedule/budget early in the project lifecycle. currently in industry, schedule, and budget dictate project phase completion over proper metric tracking/utilization. this is normally due to the fluidity of the design in early phases of project development. this thinking can be dangerous for organizations/industries as it consistently leads to defects late in the development cycle where fixes are costly. it is cheaper to change designs and defects as early in a design as possible. this paper will outline the dmaic (define, measure, analyze, improve, control) process to help track completion of the srad phases for proper completion of design review phase gates. by using dmaic, projects will also be able to reduce latent defects in designs that can become costly to projects in later design phases such as testing, and production. these phase gate completion metrics can be implemented and refined, as the dmaic process is an ongoing methodology.","dmaic, waterfall, srad","One of the major problems a waterfall project faces starting out is moving through early design gates with an incomplete design. This is a preventable problem. As discussed, ending the SRA and SAD phases early can lead to defects showing up later in the design process where it is more costly to fix, as proved by (Widerman, 2001). To prevent defects embedded in the design architecture metrics must be kept, by utilizing preexisting infrastructure within most requirement management tools. By iterating and tracking CONOP and requirement progress and iterations, project teams can better understand their progress within a waterfall phase and be less susceptible to early phase completion from budget, or schedule pressures.","niamat ullah ibne hossain, alexandr m. sokolov, tim petersen, and brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa asokolov@astate.edu, nibnehossain@astate.edu, timothy.petersen@smail.astate.edu, brian.merrill1@smail.astate.edu",
4,An Economic Analysis For Residential Rooftop Solar  Photovoltaic Panels In The State Of Texas,"the renewable energy industry in the united states is growing at record rates. in the last decade, more renewable energy has grown in terms of capacity as well as demand because of the population growth and the need for environmentally friendly energy resources. solar energy is one of the most promising renewable energy sources in texas because of the climate and solar resource potential. with the continuous growth and advances in the industry, homeowners can install solar rooftop photovoltaic (pv) systems for electricity generation instead of relying on the power grid. while the environmental benefits of solar energy are of importance and urgency, the economic benefits for homeowners are still to be determined. this research represents an economic assessment of a 7-kw residential rooftop solar system with a 3kw/6kw storage bank, in the state of texas based on economic parameters such as the internal rate of return (irr), the payback period (pp), and the net present value (npv). these rooftop pv systems are installed on single-family residences and is economically beneficial in the state of texas. these systems resulted in an npv of $6333.01, irr of 8.61%, pp of 13 years, which is an economic benefit to texas homeowners.","energy savings, payback period","This study examines the financial performance of a rooftop PV system in single-family homes in Texas. The costs and parameters used in this paper are only intended to represent the state of Texas and are not valid for other states within the United States due to the changes in costs, average residential energy consumption, electricity rates, and availability of solar resources. The environment impacts of the PV systems is not taken into consideration into this study, the profitability of the rooftop PV system is investigated from a purely economic perspective. The results of this study can be used for other types of homes and other PV systems sizes by using the average PV system costs provided in the analysis, as well as the average electricity rates in the state of Texas only. It can be used as a basis of financial or economic analysis for homeowners interested in adding a residential PV system to their residential properties to ensure their addition will be economically beneficial.","alexandr m. sokolov, niamat ullah ibne hossain, ahlam safouhi, and brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa asokolov@astate.edu, nibnehossain@astate.edu,ahlam.safouhi@smail.astate.edu, brian.merrill1@smail.astate.edu",
5,Effective Capacity Planning For Operations In A Contract  Manufacturing Setting,"capacity planning is one of the most challenging yet important activities for manufacturing companies. several different forms or resources are required for operation, including both humans and equipment. each of these resources has a finite capacity and must be allocated to address various projects. spikes and lulls in resource usage result in inefficiencies, timeline delays, and reduced profitability. understanding a manufacturing company’s resource capacities, planning their upcoming work, and strategically allocating those resources are essential for optimizing its production. this becomes an even more daunting task in a contract manufacturing setting because the company is reactionary to its customers’ placement of orders. it is rare to foresee the exact amount of incoming work, so how can contract manufactures improve their capacity planning to avoid drastic lulls and spikes in resource utilization? customers may provide a demand forecast to the manufacturer, but this is not frequently available. the manufacturer may also attempt to draw insight from customer order patterns, but this can only usually be attempted on a few high- order products. multiple departments must be involved and provide input into forecasting, and the results affect multiple departments as well. however forecasting is accomplished, this expected workload must be systematically added to existing workload to understand the best way to allocate resources, take on or refuse new projects, and invest in resource capacity expansion. this paper aims to advise contract manufacturers on methods and metrics to effectively level-load their shops and increase their productivity levels.","resource allocation, level-load","Capacity planning is a highly beneficial, but equally difficult exercise for contract manufacturing companies. Given that the manufacturer is typically in a reactionary position, it can often be a scramble to allocate the necessary resources required to accomplish tasks with the customer’s timeframe. This reactionary position can result in drastic lulls and spikes in workload. An inconsistent workload will cause inefficiencies that negatively impact productivity, performance, and profitability. Preemptively allocating those resources to anticipated incoming tasks would allow a company to better level its workload. Forecasting of incoming work can come directly from a customer. A customer-provided forecast is not always provided. However, when available, it can be assumed that the forecast is fairly accurate due to the customer’s insight into projected product demand. A manufacturer may be able to devise its own forecast of incoming orders by reviewing order history of certain products. Especially when referring to products that have a substantial order history, routine purchasing frequencies, and low market demand volatility, patterns may be noticed. These patterns can be used to anticipate future customer orders. A salesperson may also be able to provide insight to future demand fluctuations based on their market intelligence and customer interactions. A vendor-managed inventory system can be implemented for high-demand products. This allows a manufacturer to strategically utilize its resources to meet future product demand. It can choose to maximize efficiency by reducing setups and teardowns, or level-load its resources by making the product during lulls in other work. Once forecasts are devised, they must be effectively utilized. Adding anticipated workload to existing workload in an enterprise resource planning system is the most effective method of visualizing the expected resource demands. Engineering managers can then make decisions to strategically allocate these resources or invest in resource capacity expansion. Department managers can offer overtime or training sessions to account for spikes and loads in workload. New employees made be added to support a permanent increase in demand. Executive managers can mitigate the risks of investment in new equipment, resulting in sustainable company growth.","alexandr m. sokolov, niamat ullah ibne hossain, cameron d. nick, brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa asokolov@astate.edu, nibnehossain@astate.edu, cameron.nick@smail.astate.edu, brian.merrill1@smail.astate.edu",
6,Enhancing Math Comprehension Skills At The Elementary  School Level: An Empirical Approach,"the aim for this research is to improve the mathematical abilities of young children through the internet-based program i-ready. the relevance of these comprehension skills for elementary school students is imperative. the abilities of these students to interpret these mathematical theories and acknowledge the systematic approaches affiliated with the processing of these essential ideologies are significantly improved with the use of mathematical coaching. these students can utilize these comprehensive skillsets to decipher shapes, patterns, and numbers, while offering them a means of processing this information and assisting them with their cognitive development. the process from which the data was collected is through an observational online assessment tool i-ready. this software tracks and records the student’s mathematic benchmarks. these benchmarks are the i-ready software’s mechanism for highlighting the importance of analyzing student data to increase comprehension levels. this formative assessment was used to measure these students’ comprehension, and with the assistance of analytical data, there was a strong correlation between statistical analysis and increased comprehension levels. this statistical analysis was verified with the assistance of both quantitative and qualitative inputs. this research will display that with the use of the i-ready software, as a problem-solving technique, the student’s mathematical deficiencies could significantly decrease","mathematical, internet-based, systematic, comprehensive","It is important to express that the i-ready software should only be utilized as a supplemental educational program to assist teachers and encourage students, and this tool is not a resource for grading students. The mathematical skillsets of the elementary level students are analyzed, observed, and corrected as deemed necessary by the educator. The use of data analytics to decipher the deficiencies affiliated with our youth’s cognitive mathematics skills is the driving force behind their growth and improvement. This information is not only privy to individuals who work in the technical fields it is available as a resource for all whom have an interest. The same methodology and technologies utilized to improve technical processes, can assist in improving a student comprehension levels, and promote student academic growth. Data analytics is a tool that can and should be utilized in the classroom for cognitive growth, our students’ futures and the fate of mathematical cognition relies on this process. Mathematics and is principles are monumental in our elementary aged children’s futures, and with programs such as i-ready, their cognitive mathematical skills can flourish. 0 10 20 30 40 50 60 Number and Operation Algebra and Algebraic Thinking Measurement and Data Geometry On or Above Grade Level One Grad Level Behind Two Grade Levels Behind Three or More Grade Levels Behind 58","niamat ullah ibne hossain, alexandr m. sokolov, unique kilgore, and brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa asokolov@astate.edu, nibnehossain@astate.edu, unique.kilgore@smail.astate.edu, brian.merrill1@smail.astate.edu","references for systems-
thinking skills. In proceeding of American Society for Engineering Management 2019 International Annual 
Conference and 40th Annual Meeting (pp. 23-26),2019. 
Biographies 
Niamat Ullah Ibne Hossain, PhD., is an assistant professor in the Department of Engineering Management at 
Arkansas State University. Dr. Hossain received his PhD in Industrial and Systems Engineering in 2020 from 
Mississippi State University (MSU), Starkville, MS. He obtained his bachelor’s degree in Mechanical Engineering in 
2010 from Khulna University of Engineering and Technology (KUET) and his MBA in Management Information 
Systems in 2013 from the University of Dhaka, both in Bangladesh. His main research interests include systems 
engineering, systems model-based systems engineering/SysML, Systems thinking, Systems resilience, & 
sustainability management, System dynamics, and systems simulation. 
Alexandr M. Sokolov, Ph.D., is a faculty in the Engineering Management Department of the College of Engineering 
and Computer Science at A-STATE. He holds a B.S., where he focused on Bioinformatics from the University of 
Tennessee Knoxville, an M.B.A., in Finance from Lincoln Memorial University, and a Ph.D., in Industrial Systems 
Engineering, Engineering Management from the University of Tennessee Space Institute. Alexandr has over 15 years 
of infield and teaching experience. His teaching experience includes multiple institutions dealing with Engineering, 
Management, and Technology disciplines. He is focusing on research dealing with Engineering Management, 
Performance Management, and Interdisciplinary Studies. 
Unique L. Kilgore is an Engineering Management graduate student at Arkansas State University. She spent the past 
two years as a math and science teacher in the Forrest City School District. She holds a B.S. where she focused on 
Industrial Technology, Management, and Applied Engineering from the University of Arkansas at Pine Bluff. Unique 
currently serves as an Assistant Energy Engineer for an energy consultant company in Arkansas. She hopes to her 
continue studies and combine her love for STEM and education. 
59"
7,Using Advanced Metering Infrastructure Data To Detect And  Improve Customer Voltage Quality Issues,"advanced metering infrastructure (ami) is being adopted worldwide by electric utilities because of the benefits offered by the automated meter data it provides. the utility industry has been exploring methods to best leverage the abundance of ami data now available to maximize customer power quality and develop delivery efficiencies to reduce customer electricity rates. utilities are required by regulations to provide power at voltage levels within a set bandwidth of the nominal delivery voltage to the customer. variances in the voltage delivered by utilities can cause a multitude of issues for the individual customer and for the entire distribution grid system. ami meters are capable of providing voltage data at frequent time intervals, a 1-hour interval sample and 15-minute interval sample are quite common. a dmaic process can be developed to allow an electric utility to appropriately review and act upon the ami voltage data available. in this paper the voltage specifications will be defined (d) and measurement (m) of data explained. analysis (a) of the abundant data is an area of significance. suggestions are made from the analysis to improve (i) the utility management of voltage issues and control (c) the distribution grid to better maintain within specifications.","electric utilities, voltage, power quality, distribution","This paper presents a method to implement a DMAIC process for an electric utility to make use of AMI data to detect and improve voltage deviations in customer service voltage. Several potential causes for the voltage issues are presented, along with discussion of future grid modernization efforts that are expected to increase instability, magnifying the importance of a good detection and improvement program. A universal method is presented to use AMI data to initially locate problematic areas and then use meter recording devices to show confirmation that a voltage deviation of regulatory duration has occurred. Statistical methods are employed to allow for a practical understanding of the relationship between the AMI and field recorder data. The validated data is then used to continue with the DMAIC process to analyze the causes of the deviations. The improvements available range from equipment setting changes, to physical removal and reinstallation of transformers. Removal of services from overloaded transformers has proven to eliminate voltage problems. Industrial distribution problems may be more involved and problems from unstable modern devices like EV charging and renewable power contribution may require major distribution system redesigns and significant capital investment. The process recommendation is to implement KPIs to monitor effectiveness and maintain process gains into the future. Engineering management is an ideal field to lead the implementation of such a program and the methods used in an engineering management program are used in this paper. A program to detect and improve voltage violations will result in improved customer satisfaction with the utility, less risk of damage to equipment, and cost savings as the utilities deploy systems to reduce overall system peaks with frequent monitoring intervals ensuring customers remain in specification. A clear improvement in overall customer voltage quality is seen one year after implementation of this proposed program at an electric utility.","niamat ullah ibne hossain, alexandr m. sokolov, scott karbon, brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa nibnehossain@astate.edu, asokolov@astate.edu, scott.karbon@smail.astate.edu, brian.merrill1@smail.astate.edu",
8,The Application Of Project Management Principles During  The Construction Phase Of A Parking Lot Replacement,"the objective of this paper is to outline a project path for the construction of a new parking lot in an air route traffic control center (artcc). a conceptual framework is presented to guide the discussion based on how different project management (pm) tools were used throughout the project. a detailed explanation highlighting the challenges that were faced during the project execution phase and some of the lessons learned from the project are presented in this report. this article shows how pm principles were used to find the solutions for different problems during different stages of the project. it shows how a parking lot construction project can be managed by using different pm tools such as scheduling, and work breakdown structure (wbs). it highlights on some of the most used terms in the construction industry that includes scope of work, change orders, request for information (rfi), etc. this article reflects that with the use of project management techniques it can assist with an efficient yet goal-oriented project.",,"It can be concluded from the study that the principles of PM used during each step of the project life were very helpful in the successful completion of the project. A team of qualified individuals having proper planning and resources in place were able to achieve the project goal successfully. These principles of PM can be used on any type of project but in the case of this construction projects it could’ve been the deciding factor in whether the project was deemed a success or a failure. It is important to formulate ideas and communicate them with other team members. Having a documented plan can help move the project in the right direction as this plan can be effectively communicated and the goals and objectives are easily identifiable. The study made it clear that the objectives can and will change during the life of the project. The goal should be to follow the plan as close as possible with the knowledge that adjustments will be made. This research suggests that when considering any changes to the objectives, this change should be analyzed and discussed on how it will affect the overall success of the project. This study also recognizes the value of each member of the team and the importance of teamwork in obtaining the projects goals. With the successful application of project management techniques, any project can be orchestrated flawlessly and with high standards.","project niamat ullah ibne hossain, alexandr m. sokolov, saroj sapkota and brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa nibnehossain@astate.edu, asokolov@astate.edu, saroj.sapkota1@smail.astate.edu, brian.merrill1@smail.astate.edu",
9,Analyzing Sense And Avoid Requirements To Integrate  Unmanned Aircraft Systems Into Controlled Airspace,"the rapid adoption of increasingly affordable and capable unmanned aircraft systems (uass) has highlighted their current value and future potential in a wide variety of applications across many different industries. most study to date has focused on the most affordable and prolific class of small uas which are legally restricted to flight in the limited low-altitude uncontrolled portion of the national airspace system. larger and more capable group 3 and 4 uass, as defined by the u.s. department of defense, are capable of operating in expanded flight envelopes, but current regulations prohibit unmanned flight in controlled airspace under the more dynamic visual flight rules that require independent deconfliction referred to as “sense-and-avoid”, which are required for the maturation of future civil and commercial uas applications. this paper quantitatively analyzes the safety concerns and current mitigation efforts surrounding the proposed incorporation of larger group three and four uass into controlled airspace under visual flight rules and concludes with recommendations for additional measures required to safely allow for future ubiquitous operation.","airspace, cooperative, controlled","As the backbone of the FAA’s NextGen program, ADS-B provides a promising primary means of near-real time telemetry data for use in autonomous DAA systems in UASs. However, an avoidance system solely reliant on ADS- B data presents an unacceptably high frequency of incident due to failed or untimely message delivery. To mitigate this risk and bring the probability of incident under the historical VFR near-MAC incident rate, a pulse-Doppler radar is proposed with a beamwidth of 140° degrees for the detection of non-cooperative aircraft. This proposed dual-source DAA system would safely allow for the integration of UASs into dynamic controlled airspace under VFR with an estimated probability of incident well below historical rates. It is important to highlight the criticality of a rigorous certification process for any UAS collision avoidance systems, analogous to current avionics certification processes. Where in a manned aircraft when all mechanical and electrical systems fail the pilot presents a final level of safety, a UAS is wholly dependent on constant successful operation of its avoidance systems and sensors to avoid other aircraft and not cause undue risk to persons or property. Redundancy is therefore vital in a UAS to ensure that any singular system or sensor failure does not cripple its ability to sense and avoid. As a last resort, standardized procedural deconfliction measures, such as having the UAS fly to a predetermined safe location and loiter indefinitely upon critical system failure, would further reduce risk.","niamat ullah ibne hossain, alexandr m. sokolov, joshua d. roseler and brian merrill engineering management and construction management college of engineering and computer science arkansas state university state university, ar 72467, usa asokolov@astate.edu, nibnehossain@astate.edu, joshua.roseler@smail.astate.edu,, brian.merrill1@smail.astate.edu","references for systems-thinking 
skills. In proceeding of American Society for Engineering Management 2019 International Annual 
Conference and 40th Annual Meeting (pp. 23-26), 2019. 
National Transportation Safety Board., U.S. General Aviation Safety Data. Retrieved from Aviation Accident 
Statistics: http://www.ntsb.gov/investigations/data/pages/aviation_stats.aspx, 2021. 
Radio Technical Commission for Aeronautics Incorporation, Fifth Meeting: RTCA Special Committee 228--
Minimum Operational Performance Standards for Unmanned Aircraft Systems. Washington: Federal 
Government Documents and Publications, 2014. 
Ramasamy, S., Sabatini, R., & Gardi, A., A unified analytical framework for aircraft separation assurance and UAS 
sense-and-avoid. Journal of Intelligent & Robotic Systems, 91(3-4), pp. 735-754, 2018. 
Shappell, S., Detwiler, C., Holcomb, K., Hackworth, C., Boquet, A., & Wiegmann, D. A., Human Error and 
Commercial Aviation Accidents: An Analysis Using the Human Factors Analysis and Classification 
System. Human Factors, 49(2), pp. 227-242, 2007. 
Syd Ali, B.,  A safety assessment framework for automatic dependent surveillance broadcast (ads-b) and its 
potential impact on aviation safety. Imperial College London: ProQuest Dissertations Publishing, 2013. 
Tabassum, A., & Semke, W., Assessing the effect of ADS-B message drop-out in detect and avoid of unmanned 
aircraft system using monte carlo simulation. Safety, 49, 2018. 
U.S. Army UAS Center of Excellence, ""Eyes of the Army"" U.S. Army Roadmap for Unmanned Aircraft Systems. 
Retrieved from Federation of American Scientists: https://irp.fas.org/program/collect/uas-army.pdf, 2010. 
83"
